500 -5 1
-5 8.297430199889646 7.819949000491369 7.821027938342401
-4.987975951903808 8.277386760088838 7.799898858029327 7.800997874595144
-4.975951903807616 8.257343259017539 7.779848528075312 7.78096799663093
-4.963927855711423 8.237299694121804 7.759798007134999 7.760938307870809
-4.95190380761523 8.2172560642049 7.739747291648897 7.740908811806135
-4.939879759519038 8.19721236806568 7.719696377991133 7.720879511992151
-4.927855711422846 8.177168604448113 7.699645262468238 7.7008504120488155
-4.915831663326653 8.157124772104792 7.679593941317858 7.680821515662374
-4.903807615230461 8.137080869742544 7.659542410707493 7.660792826586206
-4.891783567134269 8.11703689605619 7.639490666733168 7.640764348642247
-4.8797595190380765 8.096992849715818 7.61943870541811 7.62073608572215
-4.867735470941883 8.076948729364869 7.599386522711389 7.600708042238261
-4.855711422845691 8.056904533611497 7.579334114486526 7.580680221070313
-4.843687374749499 8.036860261048957 7.559281467940193 7.5606526270298104
-4.831663326653307 8.016815910241904 7.539228596473975 7.540625264301209
-4.819639278557114 7.996771479729062 7.519175486686165 7.520598137145171
-4.807615230460922 7.976726968021559 7.499122134131566 7.500571249899926
-4.7955911823647295 7.956682373584999 7.4790685342818515 7.480544606982541
-4.783567134268537 7.93663769489652 7.459014682524025 7.460518212890619
-4.771543086172345 7.916592930374197 7.438960574158862 7.4404920722033765
-4.759519038076152 7.896548078396889 7.418906204399305 7.42046618958318
-4.74749498997996 7.876503137338137 7.398851568368855 7.4004405697772
-4.735470941883768 7.856458105537135 7.378796661099907 7.380415217618768
-4.7234468937875755 7.836412981294286 7.358741477532079 7.360390138028865
-4.7114228456913825 7.8163677628679 7.338686012510499 7.340365336017662
-4.69939879759519 7.7963224485149585 7.3186302607840625 7.320340816686306
-4.687374749498998 7.776277036418357 7.298574217003662 7.30031658522813
-4.675350701402806 7.75623152463932 7.278517875720376 7.280292646930742
-4.663326653306613 7.736185911540651 7.258461231383639 7.260269007177219
-4.651302605210421 7.716140195125695 7.238404278339365 7.240245671448153
-4.6392785571142285 7.696094373456647 7.218347007329335 7.2202226453231235
-4.627254509018036 7.676048444561559 7.198289418706462 7.200199934482515
-4.615230460921843 7.6560024064346734 7.178231503793157 7.180177544709297
-4.603206412825651 7.6359562570267325 7.158173256506241 7.160155481890747
-4.591182364729459 7.61590999426008 7.138114670649035 7.140133752020374
-4.579158316633267 7.595863616205526 7.11805573990924 7.120112361199628
-4.567134268537074 7.5758171202812905 7.097996457856775 7.100091315639764
-4.5551102204408815 7.555770504527429 7.077936817941575 7.0800706216642375
-4.543086172344689 7.535723766652914 7.0578768134913465 7.060050285709636
-4.531062124248497 7.515676904404533 7.037816437709289 7.040030314328791
-4.519038076152305 7.495629915433705 7.017755683671757 7.020010714191873
-4.507014028056112 7.475582797364098 6.997694544325903 6.99999149208889
-4.49498997995992 7.455535547784346 6.9776330124872485 6.979972654931724
-4.482965931863728 7.435488164212862 6.957571080837227 6.959954209755915
-4.470941883767535 7.415440644174008 6.9375087419206825 6.939936163723454
-4.458917835671342 7.395392985066242 6.917445988143307 6.919918524123883
-4.44689378757515 7.3753451842937086 6.897382811769043 6.899901298377516
-4.434869739478958 7.355297239221203 6.877319204917433 6.879884494037344
-4.422845691382766 7.335249147131819 6.857255159560916 6.859868118790951
-4.410821643286573 7.315200905256865 6.837190667522073 6.83985218046305
-4.398797595190381 7.295152510788909 6.817125720470833 6.819836687017937
-4.386773547094188 7.275103960875723 6.79706030992161 6.799821646561816
-4.374749498997996 7.255055252591492 6.7769944272303935 6.779807067344954
-4.362725450901803 7.235006382973166 6.756928063591788 6.75979295776445
-4.350701402805611 7.214957348976713 6.73686121003599 6.739779326366316
-4.338677354709419 7.194908147522158 6.716793857425712 6.719766181848405
-4.326653306613227 7.174858775481257 6.696725996453048 6.699753533062866
-4.3146292585170345 7.154809229630932 6.676657617636282 6.679741389018286
-4.302605210420841 7.134759506696791 6.656588711316633 6.659729758882722
-4.290581162324649 7.114709603394142 6.63651926765494 6.639718651986807
-4.278557114228457 7.094659516296496 6.616449276628283 6.619708077825122
-4.266533066132265 7.074609241963365 6.596378728026547 6.599698046060232
-4.254509018036072 7.054558776886643 6.576307611448915 6.579688566524943
-4.24248496993988 7.034508117463391 6.556235916300295 6.559679649224812
-4.2304609218436875 7.014457260039013 6.536163631787682 6.539671304341472
-4.218436873747495 6.994406200848867 6.516090746916452 6.519663542235665
-4.206412825651302 6.974354936203523 6.496017250486586 6.499656373449256
-4.19438877755511 6.9543034621623345 6.47594313108882 6.479649808708977
-4.182364729458918 6.934251774846141 6.455868377100723 6.459643858930093
-4.170340681362726 6.914199870195853 6.435792976682707 6.439638535217396
-4.158316633266533 6.894147744106052 6.415716917773956 6.419633848869845
-4.1462925851703405 6.874095392464091 6.395640188088276 6.399629811384237
-4.134268537074148 6.854042811002216 6.3755627751098745 6.379626434456586
-4.122244488977956 6.833989995345777 6.355484666089055 6.359623729985888
-4.110220440881764 6.8139369411407875 6.335405848037828 6.339621710079063
-4.098196392785571 6.7938836438922 6.315326307725451 6.3196203870522
-4.086172344689379 6.773830098982233 6.295246031673866 6.299619770393544
-4.074148296593187 6.75377630180894 6.275165006153069 6.279619878951451
-4.062124248496994 6.733722247563941 6.255083217176376 6.259620722649658
-4.050100200400801 6.71366793137278 6.235000650495618 6.239622314676374
-4.038076152304609 6.693613348384214 6.214917291596224 6.219624668449483
-4.026052104208417 6.673558493464359 6.194833125692228 6.1996277976125755
-4.014028056112225 6.653503361629247 6.174748137721173 6.179631716049461
-4.002004008016032 6.633447947558595 6.154662312338924 6.159636437875227
-3.9899799599198396 6.613392242950581 6.134575633914387 6.139641977391133
-3.9779559118236474 6.593336248024363 6.114488086524075 6.119648349311131
-3.9659318637274548 6.573279954694338 6.094399653946692 6.099655568435163
-3.9539078156312626 6.553223357195362 6.07431031965749 6.079663649868214
-3.94188376753507 6.533166449781225 6.054220066822581 6.059672608971624
-3.929859719438878 6.513109226733527 6.034128878293128 6.039682461366944
-3.917835671342685 6.4930516818087955 6.014036736599424 6.019693224221814
-3.905811623246493 6.472993809066929 5.993943623944872 5.999704910918234
-3.8937875751503004 6.452935602312609 5.9738495221998305 5.97971753936856
-3.881763527054108 6.432877055209495 5.953754412895356 5.959731126275858
-3.869739478957916 6.4128181613183415 5.933658277216827 5.939745688623628
-3.8577154308617234 6.392758914097264 5.913561095997435 5.919761243679969
-3.8456913827655312 6.372699306835661 5.8934628497115735 5.899777809000469
-3.8336673346693386 6.352639332723083 5.8733635184680715 5.879795402433721
-3.8216432865731464 6.332578984805036 5.8532630820033305 5.859814042124702
-3.809619238476954 6.31251825599333 5.833161519674304 5.8398337465192345
-3.7975951903807617 6.292457139083813 5.813058810451366 5.819854534368671
-3.785571142284569 6.272395626690621 5.7929549329110275 5.7998764247328385
-3.773547094188377 6.2523337113600235 5.772849865228515 5.779899436986844
-3.7615230460921842 6.232271385395237 5.752743583471919 5.759923590821669
-3.749498997995992 6.212208641036956 5.732636069070172 5.739948906252543
-3.7374749498997994 6.192145470312016 5.712527296560704 5.719975403620038
-3.7254509018036073 6.1720818651405525 5.692417242431153 5.700003103596964
-3.7134268537074147 6.1520178172617035 5.672305882728787 5.680032027191176
-3.7014028056112225 6.131953318281215 5.652193191464663 5.66006219575123
-3.68937875751503 6.111888359588425 5.632079146362118 5.640093630968899
-3.6773547094188377 6.09182293245523 5.611963721135407 5.62012635488616
-3.6653306613226455 6.071757027976837 5.5918468899903075 5.600160389898358
-3.653306613226453 6.051690637056641 5.5717286266489205 5.580195758758384
-3.6412825651302607 6.031623750435403 5.551608904340549 5.560232484582046
-3.629258517034068 6.011556358654422 5.531487695792385 5.540270590851715
-3.617234468937876 5.991488452102451 5.511364973220037 5.520310101422242
-3.6052104208416833 5.97142002096095 5.491240708317863 5.500351040524117
-3.593186372745491 5.951351055242793 5.471114872249121 5.480393432769196
-3.5811623246492985 5.93128154471731 5.450987435635936 5.460437303153195
-3.5691382765531063 5.91121147898061 5.43085836854907 5.440482677062346
-3.5571142284569137 5.891140847463971 5.4107276404975 5.420529580278362
-3.5450901803607215 5.871069639360681 5.390595220417789 5.4005780389809095
-3.533066132264529 5.850997843585412 5.370461076663259 5.380628079750851
-3.5210420841683367 5.8309254489576166 5.350325176992957 5.3606797295806325
-3.509018036072144 5.810852444021701 5.3301874885604015 5.340733015873285
-3.496993987975952 5.790778817037627 5.310047977902123 5.320787966446551
-3.4849699398797593 5.770704556181073 5.289906610925975 5.300844609544053
-3.472945891783567 5.7506296491881495 5.269763352899226 5.280902973827962
-3.4609218436873745 5.730554083803326 5.249618168436419 5.260963088398695
-3.4488977955911824 5.710477847305602 5.229471021487 5.24102498278304
-3.43687374749499 5.690400926852375 5.209321875322701 5.2210886869505115
-3.4248496993987976 5.670323309327528 5.1891706925246925 5.2011542313124375
-3.4128256513026054 5.650244981300592 5.169017434970474 5.181221646724642
-3.400801603206413 5.630165929144025 5.148862063820522 5.161290964496073
-3.3887775551102206 5.610086138923093 5.128704539504668 5.141362216388867
-3.376753507014028 5.5900055964190045 5.108544821708236 5.121435434623262
-3.364729458917836 5.569924287175966 5.088382869357877 5.1015106518835465
-3.352705410821643 5.549842196430469 5.068218640607166 5.0815879013192236
-3.340681362725451 5.529759309081392 5.048052092821892 5.06166721654754
-3.3286573146292584 5.509675609779412 5.027883182565073 5.041748631660959
-3.3166332665330662 5.489591082874982 5.007711865581691 5.021832181228737
-3.3046092184368736 5.469505712360338 4.987538096783108 5.001917900297905
-3.2925851703406814 5.449419481966591 4.9673618302312015 4.982005824400962
-3.280561122244489 5.4293323750443845 4.947183019122173 4.962095989553872
-3.2685370741482966 5.409244374601467 4.927001615770054 4.942188432260809
-3.256513026052104 5.38915546338739 4.906817571589889 4.922283189521208
-3.244488977955912 5.369065623727796 4.886630837080584 4.902380298824881
-3.2324649298597192 5.34897483769733 4.866441361807428 4.882479798163032
-3.220440881763527 5.328883086836965 4.846249094384267 4.8625817260169075
-3.208416833667335 5.308790352459 4.826053982455337 4.842686121375154
-3.1963927855711423 5.288696615503673 4.805855972676736 4.822793023729086
-3.18436873747495 5.268601856410611 4.785655010697535 4.802902473067804
-3.1723446893787575 5.2485060552687886 4.765451041140518 4.783014509887578
-3.1603206412825653 5.228409191892054 4.745244007582552 4.763129174544722
-3.1482965931863727 5.208311245507966 4.725033852534557 4.743246509906831
-3.1362725450901805 5.188212195015899 4.704820517421098 4.723366557288391
-3.124248496993988 5.168112018833408 4.684603942559567 4.703489359213347
-3.1122244488977957 5.14801069505654 4.664384067138961 4.683614958717229
-3.100200400801603 5.127908201239513 4.644160829198231 4.663743399339969
-3.088176352705411 5.1078045144414554 4.623934165604224 4.6438747251265085
-3.0761523046092183 5.0876996112871025 4.603704012029169 4.6240089806281786
-3.064128256513026 5.067593468014368 4.583470302927733 4.604146210904804
-3.0521042084168335 5.047486060259561 4.563232971513616 4.584286461513584
-3.0400801603206413 5.027377363204529 4.542991949735687 4.564429778574941
-3.0280561122244487 5.007267351534581 4.5227471682536455 4.544576208471108
-3.0160320641282565 4.987155999519504 4.502498556413197 4.524725798379079
-3.004008016032064 4.967043280699573 4.482246042220748 4.50487859583673
-2.9919839679358717 4.946929161167635 4.461989552317601 4.485034648378978
-2.9799599198396796 4.926813626866751 4.44172901195355 4.465194005461328
-2.967935871743487 4.906696643170988 4.421464344960147 4.445356715615281
-2.9559118236472948 4.886578181519754 4.401195473723232 4.425522828308043
-2.943887775551102 4.866458212684401 4.3809223191550135 4.405692393467605
-2.93186372745491 4.846336706748252 4.360644800938616 4.385865461475083
-2.9198396793587174 4.826213633314803 4.340362836568181 4.366042083174379
-2.907815631262525 4.806088961295318 4.320076342457891 4.34622230984934
-2.8957915831663326 4.785962658897597 4.299785232624725 4.326406193215062
-2.8837675350701404 4.765834693711074 4.279489421479432 4.306593785416542
-2.8717434869739478 4.745705032686893 4.259188819893735 4.2867851390186305
-2.8597194388777556 4.725573641984599 4.23888333763387 4.266980306983793
-2.847695390781563 4.705440487198084 4.218572882747845 4.247179342681055
-2.835671342685371 4.685305527627085 4.198257361532042 4.227382299846642
-2.823647294589178 4.665168743464825 4.177936678497131 4.207589232590191
-2.811623246492986 4.645030081856015 4.157610736333296 4.187800195383763
-2.7995991983967934 4.624889510690182 4.137279435874769 4.168015243034374
-2.787575150300601 4.604746991629744 4.1169426760636325 4.148234430669897
-2.775551102204409 4.58460248552101 4.096600353912893 4.128457813725327
-2.7635270541082164 4.564455952483998 4.076252364468802 4.108685447935747
-2.7515030060120242 4.544307351639854 4.055898600772409 4.088917389293074
-2.7394789579158316 4.5241566413426115 4.035538953820333 4.069153694050645
-2.7274549098196395 4.504003779005641 4.015173312524731 4.049394418687301
-2.715430861723447 4.483848721103383 3.9948015636724508 4.0296396198872735
-2.7034068136272547 4.463691423254478 3.9744235918833444 4.009889354527913
-2.691382765531062 4.443531839985219 3.9540392795677244 3.9901436796325065
-2.67935871743487 4.423369925023861 3.933648506882956 3.9704026523784446
-2.6673346693386772 4.403205630954062 3.913251151689142 3.95066633003535
-2.655310621242485 4.383038909312439 3.8928470895039124 3.930934769949255
-2.6432865731462925 4.362869710667328 3.8724361934562634 3.9112080295246234
-2.6312625250501003 4.342697984543718 3.852018334239452 3.891486166187952
-2.6192384769539077 4.322523679210905 3.831593380062917 3.8717692373328303
-2.6072144288577155 4.302346741903363 3.8111611966031993 3.8520573003144594
-2.595190380761523 4.2821671187336925 3.7907216469538403 3.832350412407234
-2.5831663326653307 4.261984754490875 3.7702745915742475 3.8126486307455068
-2.571142284569138 4.2417995929355925 3.749819888237482 3.7929520123247125
-2.559118236472946 4.221611576373598 3.7293573919769694 3.77326061391024
-2.5470941883767537 4.201420646022529 3.708886955032084 3.753574492045351
-2.535070140280561 4.181226741768307 3.6884084267926083 3.7338937029797474
-2.523046092184369 4.161029801911251 3.6679216537420047 3.714218302592135
-2.5110220440881763 4.140829763750658 3.6474264793995217 3.694548346425464
-2.498997995991984 4.120626562839808 3.62692274426106 3.674883889539233
-2.4869739478957915 4.100420133623442 3.6064102857387996 3.6552249865502553
-2.4749498997995993 4.080210408767 3.585888938099554 3.635571691828677
-2.4629258517034067 4.059997319508627 3.565358532401809 3.615924058149828
-2.4509018036072145 4.039780795741997 3.5448188964314418 3.5962821386441672
-2.438877755511022 4.019560765473904 3.5242698546360516 3.5766459853628576
-2.4268537074148298 3.9993371552976984 3.5037112280579152 3.5570156495918552
-2.414829659318637 3.9791098899492385 3.483142834265497 3.5373911817459036
-2.402805611222445 3.95887889258081 3.462564487283497 3.5177726313308484
-2.3907815631262523 3.938644084594204 3.441975997521409 3.498160046859998
-2.37875751503006 3.9184053853895957 3.421377171700532 3.478553475757873
-2.3667334669338675 3.898162712948542 3.4007678127794247 3.4589529643496446
-2.3547094188376754 3.8779159828335334 3.3801477198777428 3.439358557679894
-2.3426853707414828 3.8576651090829586 3.359516688198439 3.41977029953096
-2.3306613226452906 3.8374100034372223 3.3388745089482774 3.400188232258669
-2.3186372745490984 3.8171505758858175 3.3182209692566227 3.3806123967697306
-2.306613226452906 3.796886734014789 3.2975558520924633 3.3610428323626684
-2.2945891783567136 3.776618383471658 3.2768789361796333 3.341479576691328
-2.282565130260521 3.7563454275295567 3.256189995933397 3.321922665623309
-2.270541082164329 3.736067767421878 3.235488801294541 3.3023721326915947
-2.258517034068136 3.715785301904656 3.214775117729351 3.2828280109155115
-2.246492985971944 3.695497927291142 3.1940487060955323 3.2632903297439055
-2.2344689378757514 3.675205537473284 3.173309322553107 3.2437591169254953
-2.2224448897795592 3.654908024160011 3.1525567183907977 3.2242343979662107
-2.2104208416833666 3.6346052778202047 3.1317906402314715 3.204716195799486
-2.1983967935871744 3.6142971808468727 3.1110108294829457 3.1852045309617343
-2.186372745490982 3.5939836187194336 3.0902170225268937 3.165699421219891
-2.1743486973947896 3.573664470262496 3.069408950542486 3.146200881524533
-2.162324649298597 3.5533396168617775 3.0485863393985966 3.1267089238810946
-2.150300601202405 3.5330089317501865 3.0277489095435977 3.107223557278637
-2.1382765531062122 3.512672286676831 3.0068963758926786 3.0877447874019537
-2.12625250501002 3.492329550496438 2.986028447712639 3.068272616604506
-2.1142284569138274 3.4719805885104393 2.9651448285040742 3.048807043623422
-2.1022044088176353 3.4516252630980087 2.9442452158809096 3.029348063588284
-2.090180360721443 3.4312634333722776 2.9233293014472004 3.0098956678035744
-2.0781563126252505 3.4108949547909466 2.9023967706711344 2.990449843510369
-2.0661322645290583 3.390519678681331 2.88144730275617 2.971010573615849
-2.0541082164328657 3.3701374542628693 2.8604805705092335 2.9515778370470636
-2.0420841683366735 3.3497481251681878 2.839496240205895 2.9321516077240872
-2.030060120240481 3.3293515329732406 2.818493971452462 2.912731855293633
-2.0180360721442887 3.308947513628239 2.797473417044898 2.8933185440489138
-2.006012024048096 3.288535899972826 2.7764342228244847 2.873911633350564
-1.993987975951904 3.268116506703552 2.7553760275301737 2.8545110740884585
-1.9819639278557115 3.247689185148181 2.7342984626474327 2.8351168211157867
-1.9699398797595191 3.2272537417664013 2.7132011522537387 2.8157288141256815
-1.9579158316633267 3.2068099917338913 2.692083712860315 2.796346989922101
-1.9458917835671343 3.1863577456702967 2.6709457532502556 2.776971279168498
-1.933867735470942 3.165896809355265 2.6497868743128388 2.75760160609809
-1.9218436873747495 3.1454269836117152 2.6286066688739553 2.738237888284133
-1.9098196392785571 3.1249480642322047 2.607404721522546 2.718880036425181
-1.8977955911823647 3.1044598418275697 2.586180608432939 2.699527954094956
-1.8857715430861723 3.083962101542696 2.5649338971829905 2.6801815374287923
-1.87374749498998 3.063454623037441 2.5436641465679024 2.660840674919322
-1.8617234468937875 3.0429371805790284 2.522370906409624 2.6415052472647433
-1.8496993987975952 3.022409542146486 2.50105371736169 2.6221751267642266
-1.8376753507014028 3.0018714700547564 2.4797121107094084 2.602850177394858
-1.8256513026052104 2.9813227202903367 2.4583456081652466 2.583530254300955
-1.813627254509018 2.9607630426896447 2.4369537216592994 2.564215203667965
-1.8016032064128256 2.940192180392846 2.415535953124705 2.544904862249585
-1.7895791583166332 2.9196098698503676 2.394091794277875 2.5255990571519353
-1.777555110220441 2.8990158407228215 2.372620726393394 2.5062976055682733
-1.7655310621242486 2.878409815444884 2.351122220073445 2.4870003143395842
-1.7535070140280562 2.857791509196076 2.329595735011624 2.467706979714377
-1.7414829659318638 2.8371606295468705 2.3080407197509665 2.4484173869393175
-1.7294589178356714 2.8165168765593576 2.2864566114355753 2.42913131008542
-1.717434869739479 2.795859942062278 2.2648428355593864 2.4098485114318455
-1.7054108216432866 2.7751895098986514 2.2431988057004095 2.3905687413642984
